Demand name,Path_0,Path_1,Path_2,Path_3,Path_4,Path_5,Path_6,Path_7,Path_8,Path_9
Duesseldorf_Stuttgart,0,1,0
Duesseldorf_Karlsruhe,1,0,0
Duesseldorf_Ulm,0,1,0
Duesseldorf_Freiburg,1,0,0
Duesseldorf_Muenchen,1,0,0
Duesseldorf_Augsburg,1,0,0
Duesseldorf_Nuernberg,1,0,0
Duesseldorf_Wuerzburg,0,1,0
Duesseldorf_Regensburg,1,0,0
Koeln_Dortmund,1,0,0
Koeln_Aachen,1,0,0
Koeln_Muenster,0,1,0
Koeln_Koblenz,1,0,0
Koeln_Siegen,1,0,0
Koeln_Wesel,0,1,0
Koeln_Berlin,1,0,0
Koeln_Leipzig,0,1,0
Koeln_Dresden,1,0,0
Koeln_Erfurt,1,0,0
Koeln_Chemnitz,0,1,0
Koeln_Schwerin,0,1,0
Koeln_Magdeburg,1,0,0
Koeln_Hamburg,0,1,0
Koeln_Bremen,0,1,0
Koeln_Kiel,1,0,0
Koeln_Oldenburg,1,0,0
Koeln_Bremerhaven,1,0,0
Koeln_Norden,0,1,0
Koeln_Hannover,0,1,0
Koeln_Bielefeld,1,0,0
Koeln_Braunschweig,1,0,0
Koeln_Osnabrueck,1,0,0
Koeln_Kassel,0,1,0
Koeln_Frankfurt,1,0,0
Koeln_Darmstadt,0,1,0
Koeln_Mannheim,0,1,0
Koeln_Kaiserslautern,1,0,0
Koeln_Giessen,1,0,0
Koeln_Trier,0,1,0
Koeln_Fulda,0,1,0
Koeln_Saarbruecken,1,0,0
Koeln_Stuttgart,1,0,0
Koeln_Karlsruhe,1,0,0
Koeln_Ulm,0,1,0
Koeln_Konstanz,0,1,0
Koeln_Freiburg,1,0,0
Koeln_Muenchen,0,1,0
Koeln_Augsburg,1,0,0
Koeln_Kempten,1,0,0
Koeln_Nuernberg,1,0,0
Koeln_Bayreuth,1,0,0
Koeln_Wuerzburg,0,1,0
Koeln_Regensburg,0,1,0
Dortmund_Aachen,1,0,0
Dortmund_Muenster,0,1,0
Dortmund_Koblenz,1,0,0
Dortmund_Siegen,1,0,0
Dortmund_Wesel,1,0,0
Dortmund_Berlin,0,1,0
Dortmund_Leipzig,0,1,0
Dortmund_Dresden,0,1,0
Dortmund_Erfurt,1,0,0
Dortmund_Chemnitz,1,0,0
Dortmund_Schwerin,1,0,0
Dortmund_Magdeburg,0,1,0
Dortmund_Greifswald,1,0,0
Dortmund_Hamburg,0,1,0
Dortmund_Bremen,1,0,0
Dortmund_Kiel,1,0,0
Dortmund_Oldenburg,0,1,0
Dortmund_Flensburg,0,1,0
Dortmund_Bremerhaven,1,0,0
Dortmund_Norden,0,1,0
Dortmund_Hannover,1,0,0
Dortmund_Bielefeld,0,1,0
Dortmund_Braunschweig,1,0,0
Dortmund_Osnabrueck,0,1,0
Dortmund_Kassel,1,0,0
Dortmund_Frankfurt,1,0,0
Dortmund_Darmstadt,0,1,0
Dortmund_Mannheim,1,0,0
Dortmund_Giessen,1,0,0
Dortmund_Fulda,1,0,0
Dortmund_Saarbruecken,1,0,0
Dortmund_Stuttgart,0,0,1
Dortmund_Karlsruhe,1,0,0
Dortmund_Ulm,0,1,0
Dortmund_Freiburg,1,0,0
Dortmund_Muenchen,1,0,0
Dortmund_Augsburg,1,0,0
Dortmund_Nuernberg,1,0,0
Dortmund_Wuerzburg,1,0,0
Aachen_Muenster,1,0,0
Aachen_Koblenz,1,0,0
Aachen_Wesel,1,0,0
Aachen_Berlin,1,0,0
Aachen_Dresden,1,0,0
Aachen_Erfurt,1,0,0
Aachen_Hamburg,0,1,0
Aachen_Bremerhaven,1,0,0
Aachen_Norden,1,0
Aachen_Osnabrueck,1,0,0
Aachen_Frankfurt,1,0,0
Aachen_Kaiserslautern,1,0,0
Aachen_Trier,1,0,0
Aachen_Fulda,1,0,0
Aachen_Saarbruecken,0,1,0
Aachen_Konstanz,1,0,0
Aachen_Freiburg,1,0,0
Aachen_Nuernberg,1,0,0
Muenster_Siegen,1,0,0
Muenster_Wesel,1,0,0
Muenster_Berlin,1,0,0
Muenster_Schwerin,1,0,0
Muenster_Hamburg,0,1,0
Muenster_Bremen,1,0,0
Muenster_Bremerhaven,1,0,0
Muenster_Norden,1,0,0
Muenster_Hannover,1,0,0
Muenster_Bielefeld,1,0,0
Muenster_Osnabrueck,0,1,0
Muenster_Kassel,1,0,0
Muenster_Frankfurt,1,0,0
Muenster_Fulda,0,1,0
Muenster_Konstanz,1,0,0
Muenster_Nuernberg,0,1,0
Koblenz_Siegen,1,0,0
Koblenz_Berlin,1,0,0
Koblenz_Dresden,0,1,0
Koblenz_Hamburg,1,0,0
Koblenz_Bremerhaven,1,0,0
Koblenz_Norden,0,1,0
Koblenz_Bielefeld,1,0,0
Koblenz_Osnabrueck,1,0,0
Koblenz_Kassel,1,0,0
Koblenz_Frankfurt,1,0,0
Koblenz_Darmstadt,0,1,0
Koblenz_Mannheim,1,0,0
Koblenz_Kaiserslautern,1,0,0
Koblenz_Giessen,1,0,0
Koblenz_Trier,0,1,0
Koblenz_Fulda,1,0,0
Koblenz_Saarbruecken,1,0,0
Koblenz_Konstanz,1,0,0
Koblenz_Wuerzburg,0,1,0
Siegen_Berlin,1,0,0
Siegen_Hamburg,1,0,0
Siegen_Bremerhaven,1,0,0
Siegen_Osnabrueck,1,0,0
Siegen_Frankfurt,1,0,0
Siegen_Mannheim,1,0,0
Siegen_Giessen,1,0,0
Siegen_Fulda,1,0,0
Siegen_Saarbruecken,1,0,0
Siegen_Konstanz,1,0,0
Siegen_Nuernberg,1,0,0
Wesel_Berlin,1,0,0
Wesel_Hamburg,1,0,0
Wesel_Bremerhaven,0,1,0
Wesel_Norden,1,0
Wesel_Bielefeld,1,0,0
Wesel_Osnabrueck,1,0,0
Wesel_Frankfurt,1,0,0
Wesel_Fulda,1,0,0
Wesel_Saarbruecken,1,0,0
Wesel_Konstanz,1,0,0
Berlin_Leipzig,1,0,0
Berlin_Dresden,1,0,0
Berlin_Erfurt,1,0,0
Berlin_Chemnitz,0,1,0
Berlin_Schwerin,0,1,0
Berlin_Magdeburg,1,0,0
Berlin_Greifswald,1,0
Berlin_Hamburg,1,0,0
Berlin_Bremen,1,0,0
Berlin_Kiel,0,1,0
Berlin_Oldenburg,0,1,0
Berlin_Bremerhaven,1,0,0
Berlin_Hannover,0,1,0
Berlin_Bielefeld,0,1,0
Berlin_Braunschweig,1,0,0
Berlin_Osnabrueck,1,0,0
Berlin_Kassel,0,1,0
Berlin_Frankfurt,0,1,0
Berlin_Darmstadt,1,0,0
Berlin_Mannheim,1,0,0
Berlin_Kaiserslautern,0,1,0
Berlin_Giessen,0,1,0
Berlin_Trier,1,0,0
Berlin_Fulda,0,1,0
Berlin_Saarbruecken,1,0,0
Berlin_Stuttgart,0,1,0
Berlin_Karlsruhe,1,0,0
Berlin_Ulm,0,1,0
Berlin_Konstanz,0,1,0
Berlin_Freiburg,1,0,0
Berlin_Muenchen,1,0,0
Berlin_Augsburg,1,0,0
Berlin_Passau,1,0,0
Berlin_Nuernberg,0,1,0
Berlin_Bayreuth,0,1,0
Berlin_Wuerzburg,1,0,0
Leipzig_Dresden,1,0,0
Leipzig_Erfurt,1,0,0
Leipzig_Chemnitz,0,1,0
Leipzig_Schwerin,1,0,0
Leipzig_Magdeburg,1,0,0
Leipzig_Greifswald,1,0,0
Leipzig_Hamburg,1,0,0
Leipzig_Hannover,0,1,0
Leipzig_Bielefeld,1,0,0
Leipzig_Braunschweig,1,0,0
Leipzig_Frankfurt,1,0,0
Leipzig_Darmstadt,1,0,0
Leipzig_Mannheim,1,0,0
Leipzig_Stuttgart,1,0,0
Leipzig_Karlsruhe,0,1,0
Leipzig_Ulm,0,1,0
Leipzig_Muenchen,1,0,0
Leipzig_Augsburg,1,0,0
Leipzig_Nuernberg,1,0,0
Leipzig_Wuerzburg,0,1,0
Dresden_Erfurt,1,0,0
Dresden_Chemnitz,1,0,0
Dresden_Schwerin,1,0,0
Dresden_Magdeburg,1,0,0
Dresden_Greifswald,1,0
Dresden_Hamburg,0,1,0
Dresden_Bremen,0,0,1
Dresden_Kiel,0,1,0
Dresden_Norden,1,0,0
Dresden_Hannover,1,0,0
Dresden_Bielefeld,1,0,0
Dresden_Braunschweig,1,0,0
Dresden_Kassel,1,0,0
Dresden_Frankfurt,0,1,0
Dresden_Darmstadt,1,0,0
Dresden_Mannheim,0,1,0
Dresden_Trier,1,0,0
Dresden_Stuttgart,1,0,0
Dresden_Karlsruhe,1,0,0
Dresden_Ulm,1,0,0
Dresden_Konstanz,1,0,0
Dresden_Freiburg,1,0,0
Dresden_Muenchen,0,1,0
Dresden_Augsburg,1,0,0
Dresden_Nuernberg,1,0,0
Dresden_Bayreuth,1,0,0
Dresden_Wuerzburg,0,1,0
Dresden_Regensburg,0,1,0
Erfurt_Chemnitz,1,0,0
Erfurt_Schwerin,1,0,0
Erfurt_Magdeburg,1,0,0
Erfurt_Hamburg,1,0,0
Erfurt_Bremen,1,0,0
Erfurt_Kiel,0,1,0
Erfurt_Hannover,1,0,0
Erfurt_Bielefeld,0,1,0
Erfurt_Braunschweig,1,0,0
Erfurt_Kassel,1,0,0
Erfurt_Frankfurt,1,0,0
Erfurt_Darmstadt,1,0,0
Erfurt_Mannheim,1,0,0
Erfurt_Giessen,1,0,0
Erfurt_Fulda,0,1,0
Erfurt_Stuttgart,1,0,0
Erfurt_Karlsruhe,1,0,0
Erfurt_Muenchen,1,0,0
Erfurt_Augsburg,1,0,0
Erfurt_Nuernberg,1,0,0
Erfurt_Bayreuth,0,1,0
Erfurt_Wuerzburg,1,0,0
Chemnitz_Schwerin,1,0,0
Chemnitz_Magdeburg,0,1,0
Chemnitz_Hamburg,1,0,0
Chemnitz_Hannover,1,0,0
Chemnitz_Bielefeld,1,0,0
Chemnitz_Braunschweig,1,0,0
Chemnitz_Frankfurt,0,1,0
Chemnitz_Mannheim,1,0,0
Chemnitz_Giessen,0,1,0
Chemnitz_Stuttgart,1,0,0
Chemnitz_Karlsruhe,1,0,0
Chemnitz_Muenchen,1,0,0
Chemnitz_Augsburg,1,0,0
Chemnitz_Nuernberg,1,0,0
Chemnitz_Bayreuth,1,0,0
Chemnitz_Wuerzburg,1,0,0
Schwerin_Magdeburg,0,1,0
Schwerin_Greifswald,1,0
Schwerin_Hamburg,1,0,0
Schwerin_Bremen,1,0,0
Schwerin_Kiel,1,0,0
Schwerin_Hannover,1,0,0
Schwerin_Bielefeld,1,0,0
Schwerin_Frankfurt,0,1,0
Schwerin_Mannheim,1,0,0
Schwerin_Stuttgart,1,0,0
Schwerin_Karlsruhe,1,0,0
Schwerin_Muenchen,1,0,0
Schwerin_Augsburg,0,1,0
Schwerin_Nuernberg,1,0,0
Schwerin_Wuerzburg,0,1,0
Magdeburg_Greifswald,1,0,0
Magdeburg_Hamburg,1,0,0
Magdeburg_Bremen,1,0,0
Magdeburg_Kiel,1,0,0
Magdeburg_Hannover,0,1,0
Magdeburg_Bielefeld,0,1,0
Magdeburg_Braunschweig,1,0,0
Magdeburg_Frankfurt,1,0,0
Magdeburg_Mannheim,0,1,0
Magdeburg_Stuttgart,0,0,1
Magdeburg_Karlsruhe,1,0,0
Magdeburg_Muenchen,1,0,0
Magdeburg_Augsburg,0,1,0
Magdeburg_Nuernberg,1,0,0
Magdeburg_Bayreuth,1,0,0
Magdeburg_Wuerzburg,1,0,0
Greifswald_Hamburg,1,0,0
Greifswald_Bremen,1,0,0
Greifswald_Kiel,0,1,0
Greifswald_Hannover,1,0,0
Greifswald_Bielefeld,1,0,0
Greifswald_Frankfurt,1,0,0
Greifswald_Karlsruhe,0,1,0
Hamburg_Bremen,1,0,0
Hamburg_Kiel,1,0,0
Hamburg_Oldenburg,1,0,0
Hamburg_Flensburg,1,0,0
Hamburg_Bremerhaven,1,0,0
Hamburg_Norden,1,0,0
Hamburg_Hannover,1,0,0
Hamburg_Bielefeld,1,0,0
Hamburg_Braunschweig,1,0,0
Hamburg_Osnabrueck,1,0,0
Hamburg_Kassel,1,0,0
Hamburg_Frankfurt,1,0,0
Hamburg_Darmstadt,0,1,0
Hamburg_Mannheim,0,1,0
Hamburg_Giessen,1,0,0
Hamburg_Fulda,1,0,0
Hamburg_Saarbruecken,1,0,0
Hamburg_Stuttgart,0,1,0
Hamburg_Karlsruhe,1,0,0
Hamburg_Ulm,0,0,1
Hamburg_Freiburg,1,0,0
Hamburg_Muenchen,0,1,0
Hamburg_Augsburg,1,0,0
Hamburg_Nuernberg,0,1,0
Hamburg_Wuerzburg,0,0,1
Hamburg_Regensburg,1,0,0
Bremen_Kiel,0,1,0
Bremen_Oldenburg,1,0,0
Bremen_Flensburg,0,1,0
Bremen_Bremerhaven,1,0,0
Bremen_Norden,1,0
Bremen_Hannover,1,0,0
Bremen_Bielefeld,0,1,0
Bremen_Braunschweig,0,1,0
Bremen_Osnabrueck,1,0,0
Bremen_Kassel,1,0,0
Bremen_Frankfurt,1,0,0
Bremen_Darmstadt,0,1,0
Bremen_Mannheim,1,0,0
Bremen_Giessen,1,0,0
Bremen_Trier,1,0,0
Bremen_Stuttgart,1,0,0
Bremen_Karlsruhe,1,0,0
Bremen_Muenchen,1,0,0
Bremen_Augsburg,0,1,0
Bremen_Nuernberg,0,1,0
Bremen_Wuerzburg,0,1,0
Kiel_Oldenburg,1,0,0
Kiel_Flensburg,1,0,0
Kiel_Bremerhaven,0,0,1
Kiel_Hannover,0,1,0
Kiel_Bielefeld,1,0,0
Kiel_Braunschweig,0,1,0
Kiel_Kassel,0,1,0
Kiel_Frankfurt,0,1,0
Kiel_Darmstadt,1,0,0
Kiel_Mannheim,0,1,0
Kiel_Stuttgart,1,0,0
Kiel_Karlsruhe,1,0,0
Kiel_Muenchen,1,0,0
Kiel_Augsburg,1,0,0
Kiel_Nuernberg,1,0,0
Kiel_Bayreuth,0,1,0
Kiel_Wuerzburg,0,1,0
Oldenburg_Bremerhaven,1,0,0
Oldenburg_Norden,1,0
Oldenburg_Hannover,0,1,0
Oldenburg_Bielefeld,1,0,0
Oldenburg_Osnabrueck,1,0,0
Oldenburg_Frankfurt,1,0,0
Oldenburg_Stuttgart,0,1,0
Oldenburg_Muenchen,1,0,0
Flensburg_Bremerhaven,1,0,0
Flensburg_Hannover,1,0,0
Flensburg_Bielefeld,1,0,0
Flensburg_Frankfurt,1,0,0
Bremerhaven_Hannover,1,0,0
Bremerhaven_Bielefeld,1,0,0
Bremerhaven_Frankfurt,1,0,0
Norden_Hannover,0,1,0
Norden_Bielefeld,1,0,0
Norden_Osnabrueck,1,0,0
Norden_Frankfurt,1,0,0
Norden_Saarbruecken,0,1,0
Norden_Konstanz,0,1,0
Norden_Muenchen,1,0,0
Norden_Passau,1,0,0
Hannover_Bielefeld,1,0,0
Hannover_Braunschweig,1,0,0
Hannover_Osnabrueck,1,0,0
Hannover_Kassel,1,0,0
Hannover_Frankfurt,1,0,0
Hannover_Darmstadt,1,0,0
Hannover_Mannheim,1,0,0
Hannover_Giessen,1,0,0
Hannover_Trier,1,0,0
Hannover_Fulda,1,0,0
Hannover_Saarbruecken,1,0,0
Hannover_Stuttgart,1,0,0
Hannover_Karlsruhe,0,1,0
Hannover_Ulm,1,0,0
Hannover_Konstanz,0,1,0
Hannover_Freiburg,1,0,0
Hannover_Muenchen,1,0,0
Hannover_Augsburg,0,1,0
Hannover_Nuernberg,1,0,0
Hannover_Wuerzburg,0,0,1
Bielefeld_Braunschweig,1,0,0
Bielefeld_Osnabrueck,1,0,0
Bielefeld_Kassel,1,0,0
Bielefeld_Frankfurt,1,0,0
Bielefeld_Darmstadt,1,0,0
Bielefeld_Mannheim,0,1,0
Bielefeld_Giessen,1,0,0
Bielefeld_Fulda,1,0,0
Bielefeld_Saarbruecken,1,0,0
Bielefeld_Stuttgart,1,0,0
Bielefeld_Karlsruhe,1,0,0
Bielefeld_Ulm,1,0,0
Bielefeld_Muenchen,0,1,0
Bielefeld_Augsburg,1,0,0
Bielefeld_Nuernberg,0,1,0
Bielefeld_Bayreuth,1,0,0
Bielefeld_Wuerzburg,0,1,0
Braunschweig_Kassel,0,1,0
Braunschweig_Frankfurt,1,0,0
Braunschweig_Stuttgart,0,1,0
Braunschweig_Karlsruhe,1,0,0
Braunschweig_Muenchen,1,0,0
Osnabrueck_Frankfurt,0,1,0
Osnabrueck_Stuttgart,1,0,0
Osnabrueck_Muenchen,1,0,0
Kassel_Frankfurt,1,0,0
Kassel_Darmstadt,1,0,0
Kassel_Mannheim,0,1,0
Kassel_Giessen,0,1,0
Kassel_Fulda,1,0,0
Kassel_Stuttgart,1,0,0
Kassel_Karlsruhe,1,0,0
Kassel_Muenchen,0,1,0
Kassel_Nuernberg,0,1,0
Frankfurt_Darmstadt,1,0,0
Frankfurt_Mannheim,1,0,0
Frankfurt_Kaiserslautern,0,0,1
Frankfurt_Giessen,1,0,0
Frankfurt_Trier,1,0,0
Frankfurt_Fulda,1,0,0
Frankfurt_Saarbruecken,1,0,0
Frankfurt_Stuttgart,1,0,0
Frankfurt_Karlsruhe,0,1,0
Frankfurt_Ulm,0,1,0
Frankfurt_Konstanz,1,0,0
Frankfurt_Freiburg,0,0,1
Frankfurt_Muenchen,1,0,0
Frankfurt_Augsburg,1,0,0
Frankfurt_Kempten,1,0,0
Frankfurt_Passau,0,1,0
Frankfurt_Nuernberg,1,0,0
Frankfurt_Bayreuth,0,1,0
Frankfurt_Wuerzburg,1,0,0
Frankfurt_Regensburg,1,0,0
Darmstadt_Mannheim,1,0,0
Darmstadt_Kaiserslautern,1,0,0
Darmstadt_Giessen,0,1,0
Darmstadt_Trier,0,1,0
Darmstadt_Fulda,1,0,0
Darmstadt_Saarbruecken,1,0,0
Darmstadt_Stuttgart,0,1,0
Darmstadt_Karlsruhe,1,0,0
Darmstadt_Ulm,0,1,0
Darmstadt_Freiburg,1,0,0
Darmstadt_Muenchen,0,1,0
Darmstadt_Augsburg,1,0,0
Darmstadt_Nuernberg,1,0,0
Darmstadt_Wuerzburg,1,0,0
Mannheim_Kaiserslautern,1,0,0
Mannheim_Giessen,1,0,0
Mannheim_Trier,0,1,0
Mannheim_Fulda,1,0,0
Mannheim_Saarbruecken,1,0,0
Mannheim_Stuttgart,1,0,0
Mannheim_Karlsruhe,0,1,0
Mannheim_Ulm,0,1,0
Mannheim_Konstanz,1,0,0
Mannheim_Freiburg,1,0
Mannheim_Muenchen,1,0,0
Mannheim_Augsburg,1,0,0
Mannheim_Kempten,1,0,0
Mannheim_Nuernberg,1,0,0
Mannheim_Bayreuth,0,1,0
Mannheim_Wuerzburg,0,1,0
Kaiserslautern_Trier,1,0,0
Kaiserslautern_Saarbruecken,1,0,0
Kaiserslautern_Stuttgart,1,0,0
Kaiserslautern_Karlsruhe,1,0,0
Kaiserslautern_Muenchen,1,0,0
Giessen_Fulda,0,1,0
Giessen_Stuttgart,1,0,0
Giessen_Karlsruhe,0,0,1
Giessen_Muenchen,1,0,0
Giessen_Nuernberg,1,0,0
Giessen_Wuerzburg,1,0,0
Trier_Saarbruecken,1,0,0
Trier_Stuttgart,0,1,0
Trier_Karlsruhe,1,0,0
Trier_Muenchen,1,0,0
Fulda_Stuttgart,1,0,0
Fulda_Karlsruhe,1,0,0
Fulda_Muenchen,0,1,0
Fulda_Nuernberg,1,0,0
Fulda_Bayreuth,1,0,0
Fulda_Wuerzburg,1,0,0
Saarbruecken_Stuttgart,1,0,0
Saarbruecken_Karlsruhe,1,0,0
Saarbruecken_Freiburg,0,1,0
Saarbruecken_Muenchen,0,1,0
Saarbruecken_Augsburg,1,0,0
Saarbruecken_Nuernberg,1,0,0
Stuttgart_Karlsruhe,1,0,0
Stuttgart_Ulm,0,1
Stuttgart_Konstanz,1,0,0
Stuttgart_Freiburg,0,1
Stuttgart_Muenchen,1,0,0
Stuttgart_Augsburg,1,0,0
Stuttgart_Kempten,1,0,0
Stuttgart_Passau,0,0,1
Stuttgart_Nuernberg,1,0,0
Stuttgart_Bayreuth,1,0,0
Stuttgart_Wuerzburg,1,0,0
Stuttgart_Regensburg,1,0,0
Karlsruhe_Ulm,1,0
Karlsruhe_Konstanz,1,0,0
Karlsruhe_Freiburg,1,0
Karlsruhe_Muenchen,0,1,0
Karlsruhe_Augsburg,1,0,0
Karlsruhe_Kempten,0,1,0
Karlsruhe_Nuernberg,1,0,0
Karlsruhe_Bayreuth,0,1,0
Karlsruhe_Wuerzburg,1,0,0
Ulm_Konstanz,1,0,0
Ulm_Muenchen,0,1,0
Ulm_Augsburg,1,0,0
Ulm_Kempten,1,0
Ulm_Nuernberg,1,0,0
Ulm_Wuerzburg,1,0,0
Konstanz_Freiburg,1,0
Konstanz_Muenchen,0,1,0
Konstanz_Augsburg,0,0,1
Konstanz_Kempten,1,0,0
Konstanz_Bayreuth,0,1,0
Freiburg_Muenchen,0,1,0
Muenchen_Augsburg,1,0,0
Muenchen_Kempten,1,0,0
Muenchen_Passau,1,0,0
Muenchen_Nuernberg,1,0,0
Muenchen_Bayreuth,1,0,0
Muenchen_Wuerzburg,1,0,0
Muenchen_Regensburg,0,1,0
Augsburg_Kempten,1,0,0
Augsburg_Nuernberg,1,0,0
Augsburg_Bayreuth,0,1,0
Augsburg_Wuerzburg,0,1,0
Passau_Nuernberg,0,1,0
Passau_Bayreuth,0,1,0
Passau_Wuerzburg,1,0,0
Passau_Regensburg,1,0,0
Nuernberg_Bayreuth,1,0,0
Nuernberg_Wuerzburg,1,0,0
Nuernberg_Regensburg,1,0,0
Bayreuth_Wuerzburg,0,0,1
Bayreuth_Regensburg,1,0,0

